aphiaid,latitude,longitude,abundance,period
148971,51.43307498,2.80898633,0.001120580343,2021-12
148971,51.43307498,2.80898633,0.001120580343,2021-12
148971,51.43307498,2.80898633,0.001120580343,2021-12
1322468,51.42662513,2.79727333,0.04909704137,2021-08
1322468,51.42662513,2.79727333,0.04909704137,2021-08
1322468,51.42662513,2.79727333,0.04909704137,2021-08
149655,51.42662513,2.79727333,0.04909704137,2021-08
149655,51.42662513,2.79727333,0.04909704137,2021-08
149655,51.42662513,2.79727333,0.04909704137,2021-08
149120,51.43307498,2.80898633,0.002465276754,2021-12
149120,51.43307498,2.80898633,0.002465276754,2021-12
149120,51.43307498,2.80898633,0.002465276754,2021-12
149145,51.43307498,2.80898633,0.000224116069,2021-12
149145,51.43307498,2.80898633,0.000224116069,2021-12
149145,51.43307498,2.80898633,0.000224116069,2021-12
148969,51.43307498,2.80898633,0.007395830262,2021-12
148969,51.43307498,2.80898633,0.007395830262,2021-12
148969,51.43307498,2.80898633,0.007395830262,2021-12
149151,51.43307498,2.80898633,0.00156881248,2021-12
149151,51.43307498,2.80898633,0.00156881248,2021-12
149151,51.43307498,2.80898633,0.00156881248,2021-12
148949,51.43266442,2.80987783,0.004234761823,2021-10
148949,51.43266442,2.80987783,0.004234761823,2021-10
148949,51.43266442,2.80987783,0.004234761823,2021-10
1410,51.43307498,2.80898633,0.000672348206,2021-12
1410,51.43307498,2.80898633,0.000672348206,2021-12
1410,51.43307498,2.80898633,0.000672348206,2021-12
146203,51.43338568,2.80615867,0.01044815827,2021-07
146203,51.43338568,2.80615867,0.01044815827,2021-07
146203,51.43338568,2.80615867,0.01044815827,2021-07
840626,51.43307498,2.80898633,0.000672348206,2021-12
840626,51.43307498,2.80898633,0.000672348206,2021-12
840626,51.43307498,2.80898633,0.000672348206,2021-12
162969,51.43338568,2.80615867,0.005224079135,2021-07
162969,51.43338568,2.80615867,0.005224079135,2021-07
162969,51.43338568,2.80615867,0.005224079135,2021-07
591199,51.43307498,2.80898633,0.003361741028,2021-12
591199,51.43307498,2.80898633,0.003361741028,2021-12
591199,51.43307498,2.80898633,0.003361741028,2021-12
148948,51.43266442,2.80987783,0.006352142734,2021-10
148948,51.43266442,2.80987783,0.006352142734,2021-10
148948,51.43266442,2.80987783,0.006352142734,2021-10
149068,51.42662513,2.79727333,0.1227426034,2021-08
149068,51.42662513,2.79727333,0.1227426034,2021-08
149068,51.42662513,2.79727333,0.1227426034,2021-08
149132,51.42662513,2.79727333,0.4173248516,2021-08
149132,51.42662513,2.79727333,0.4173248516,2021-08
149132,51.42662513,2.79727333,0.4173248516,2021-08
162969,51.42662513,2.79727333,0.09819408274,2021-08
162969,51.42662513,2.79727333,0.09819408274,2021-08
162969,51.42662513,2.79727333,0.09819408274,2021-08
591192,51.43266442,2.80987783,0.1312776165,2021-10
591192,51.43266442,2.80987783,0.1312776165,2021-10
591192,51.43266442,2.80987783,0.1312776165,2021-10
149112,51.43266442,2.80987783,0.01270428547,2021-10
149112,51.43266442,2.80987783,0.01270428547,2021-10
149112,51.43266442,2.80987783,0.01270428547,2021-10
591199,51.42662513,2.79727333,0.09819408274,2021-08
591199,51.42662513,2.79727333,0.09819408274,2021-08
591199,51.42662513,2.79727333,0.09819408274,2021-08
148985,51.43266442,2.80987783,0.2943159467,2021-10
148985,51.43266442,2.80987783,0.2943159467,2021-10
148985,51.43266442,2.80987783,0.2943159467,2021-10
149023,51.42662513,2.79727333,2.994919524,2021-08
149023,51.42662513,2.79727333,2.994919524,2021-08
149023,51.42662513,2.79727333,2.994919524,2021-08
109553,51.42662513,2.79727333,0.02454852068,2021-08
109553,51.42662513,2.79727333,0.02454852068,2021-08
109553,51.42662513,2.79727333,0.02454852068,2021-08
149132,51.43338568,2.80615867,0.7156988415,2021-07
149132,51.43338568,2.80615867,0.7156988415,2021-07
149132,51.43338568,2.80615867,0.7156988415,2021-07
494057,51.42662513,2.79727333,0.07364556205,2021-08
494057,51.42662513,2.79727333,0.07364556205,2021-08
494057,51.42662513,2.79727333,0.07364556205,2021-08
149132,51.43266442,2.80987783,0.03176071367,2021-10
149132,51.43266442,2.80987783,0.03176071367,2021-10
149132,51.43266442,2.80987783,0.03176071367,2021-10
149069,51.43338568,2.80615867,0.98212687741,2021-07
149069,51.43338568,2.80615867,0.98212687741,2021-07
149069,51.43338568,2.80615867,0.98212687741,2021-07
591192,51.43307498,2.80898633,0.01255049984,2021-12
591192,51.43307498,2.80898633,0.01255049984,2021-12
591192,51.43307498,2.80898633,0.01255049984,2021-12
149118,51.43338568,2.80615867,0.02089631654,2021-07
149118,51.43338568,2.80615867,0.02089631654,2021-07
149118,51.43338568,2.80615867,0.02089631654,2021-07
494057,51.43266442,2.80987783,0.002117380911,2021-10
494057,51.43266442,2.80987783,0.002117380911,2021-10
494057,51.43266442,2.80987783,0.002117380911,2021-10
149322,51.43266442,2.80987783,0.09528214101,2021-10
149322,51.43266442,2.80987783,0.09528214101,2021-10
149322,51.43266442,2.80987783,0.09528214101,2021-10
149151,51.43266442,2.80987783,0.03599547549,2021-10
149151,51.43266442,2.80987783,0.03599547549,2021-10
149151,51.43266442,2.80987783,0.03599547549,2021-10
149069,51.43266442,2.80987783,1.0608078365,2021-10
149069,51.43266442,2.80987783,1.0608078365,2021-10
149069,51.43266442,2.80987783,1.0608078365,2021-10
149018,51.43307498,2.80898633,0.000448232137,2021-12
149018,51.43307498,2.80898633,0.000448232137,2021-12
149018,51.43307498,2.80898633,0.000448232137,2021-12
149018,51.43266442,2.80987783,0.006352142734,2021-10
149018,51.43266442,2.80987783,0.006352142734,2021-10
149018,51.43266442,2.80987783,0.006352142734,2021-10
148953,51.43266442,2.80987783,0.004234761823,2021-10
148953,51.43266442,2.80987783,0.004234761823,2021-10
148953,51.43266442,2.80987783,0.004234761823,2021-10
149023,51.43266442,2.80987783,0.1778599965,2021-10
149023,51.43266442,2.80987783,0.1778599965,2021-10
149023,51.43266442,2.80987783,0.1778599965,2021-10
148899,51.43307498,2.80898633,0.046616142256,2021-12
148899,51.43307498,2.80898633,0.046616142256,2021-12
148899,51.43307498,2.80898633,0.046616142256,2021-12
148947,51.43307498,2.80898633,0.003137624959,2021-12
148947,51.43307498,2.80898633,0.003137624959,2021-12
148947,51.43307498,2.80898633,0.003137624959,2021-12
149151,51.42662513,2.79727333,3.829569227,2021-08
149151,51.42662513,2.79727333,3.829569227,2021-08
149151,51.42662513,2.79727333,3.829569227,2021-08
157440,51.43307498,2.80898633,0.002465276754,2021-12
157440,51.43307498,2.80898633,0.002465276754,2021-12
157440,51.43307498,2.80898633,0.002465276754,2021-12
149149,51.43266442,2.80987783,0.08892999827,2021-10
149149,51.43266442,2.80987783,0.08892999827,2021-10
149149,51.43266442,2.80987783,0.08892999827,2021-10
591192,51.43338568,2.80615867,0.01044815827,2021-07
591192,51.43338568,2.80615867,0.01044815827,2021-07
591192,51.43338568,2.80615867,0.01044815827,2021-07
148971,51.42662513,2.79727333,0.02454852068,2021-08
148971,51.42662513,2.79727333,0.02454852068,2021-08
148971,51.42662513,2.79727333,0.02454852068,2021-08
1066,51.43338568,2.80615867,0.005224079135,2021-07
1066,51.43338568,2.80615867,0.005224079135,2021-07
1066,51.43338568,2.80615867,0.005224079135,2021-07
148953,51.43307498,2.80898633,0.002465276754,2021-12
148953,51.43307498,2.80898633,0.002465276754,2021-12
148953,51.43307498,2.80898633,0.002465276754,2021-12
591192,51.42662513,2.79727333,0.2700337275,2021-08
591192,51.42662513,2.79727333,0.2700337275,2021-08
591192,51.42662513,2.79727333,0.2700337275,2021-08
149118,51.43266442,2.80987783,0.006352142734,2021-10
149118,51.43266442,2.80987783,0.006352142734,2021-10
149118,51.43266442,2.80987783,0.006352142734,2021-10
447730,51.42662513,2.79727333,0.3436792896,2021-08
447730,51.42662513,2.79727333,0.3436792896,2021-08
447730,51.42662513,2.79727333,0.3436792896,2021-08
149130,51.42662513,2.79727333,2.553046151,2021-08
149130,51.42662513,2.79727333,2.553046151,2021-08
149130,51.42662513,2.79727333,2.553046151,2021-08
836581,51.43307498,2.80898633,0.000896464274,2021-12
836581,51.43307498,2.80898633,0.000896464274,2021-12
836581,51.43307498,2.80898633,0.000896464274,2021-12
148904,51.43307498,2.80898633,0.000224116069,2021-12
148904,51.43307498,2.80898633,0.000224116069,2021-12
148904,51.43307498,2.80898633,0.000224116069,2021-12
148969,51.42662513,2.79727333,4.222345558,2021-08
148969,51.42662513,2.79727333,4.222345558,2021-08
148969,51.42662513,2.79727333,4.222345558,2021-08
1066,51.42662513,2.79727333,0.1472911241,2021-08
1066,51.42662513,2.79727333,0.1472911241,2021-08
1066,51.42662513,2.79727333,0.1472911241,2021-08
109393,51.42662513,2.79727333,0.04909704137,2021-08
109393,51.42662513,2.79727333,0.04909704137,2021-08
109393,51.42662513,2.79727333,0.04909704137,2021-08
148899,51.42662513,2.79727333,3.33859881285,2021-08
148899,51.42662513,2.79727333,3.33859881285,2021-08
148899,51.42662513,2.79727333,3.33859881285,2021-08
1080,51.43266442,2.80987783,0.008469523645,2021-10
1080,51.43266442,2.80987783,0.008469523645,2021-10
1080,51.43266442,2.80987783,0.008469523645,2021-10
1066,51.43266442,2.80987783,0.07410833189,2021-10
1066,51.43266442,2.80987783,0.07410833189,2021-10
1066,51.43266442,2.80987783,0.07410833189,2021-10
149132,51.43307498,2.80898633,0.001344696411,2021-12
149132,51.43307498,2.80898633,0.001344696411,2021-12
149132,51.43307498,2.80898633,0.001344696411,2021-12
447730,51.43338568,2.80615867,0.01044815827,2021-07
447730,51.43338568,2.80615867,0.01044815827,2021-07
447730,51.43338568,2.80615867,0.01044815827,2021-07
840626,51.43266442,2.80987783,0.03599547549,2021-10
840626,51.43266442,2.80987783,0.03599547549,2021-10
840626,51.43266442,2.80987783,0.03599547549,2021-10
148985,51.42662513,2.79727333,0.9082952653,2021-08
148985,51.42662513,2.79727333,0.9082952653,2021-08
148985,51.42662513,2.79727333,0.9082952653,2021-08
149130,51.43266442,2.80987783,0.1715078538,2021-10
149130,51.43266442,2.80987783,0.1715078538,2021-10
149130,51.43266442,2.80987783,0.1715078538,2021-10
345513,51.43266442,2.80987783,0.3006680894,2021-10
345513,51.43266442,2.80987783,0.3006680894,2021-10
345513,51.43266442,2.80987783,0.3006680894,2021-10
149271,51.42662513,2.79727333,0.04909704137,2021-08
149271,51.42662513,2.79727333,0.04909704137,2021-08
149271,51.42662513,2.79727333,0.04909704137,2021-08
172431,51.43266442,2.80987783,0.004234761823,2021-10
172431,51.43266442,2.80987783,0.004234761823,2021-10
172431,51.43266442,2.80987783,0.004234761823,2021-10
149328,51.43307498,2.80898633,0.000224116069,2021-12
149328,51.43307498,2.80898633,0.000224116069,2021-12
149328,51.43307498,2.80898633,0.000224116069,2021-12
840626,51.43338568,2.80615867,1.420949525,2021-07
840626,51.43338568,2.80615867,1.420949525,2021-07
840626,51.43338568,2.80615867,1.420949525,2021-07
149170,51.43307498,2.80898633,0.001120580343,2021-12
149170,51.43307498,2.80898633,0.001120580343,2021-12
149170,51.43307498,2.80898633,0.001120580343,2021-12
148985,51.43338568,2.80615867,0.09403342443,2021-07
148985,51.43338568,2.80615867,0.09403342443,2021-07
148985,51.43338568,2.80615867,0.09403342443,2021-07
1080,51.42662513,2.79727333,0.02454852068,2021-08
1080,51.42662513,2.79727333,0.02454852068,2021-08
1080,51.42662513,2.79727333,0.02454852068,2021-08
148947,51.43266442,2.80987783,0.01270428547,2021-10
148947,51.43266442,2.80987783,0.01270428547,2021-10
148947,51.43266442,2.80987783,0.01270428547,2021-10
149054,51.43266442,2.80987783,0.01270428547,2021-10
149054,51.43266442,2.80987783,0.01270428547,2021-10
149054,51.43266442,2.80987783,0.01270428547,2021-10
149054,51.43307498,2.80898633,0.009861107015,2021-12
149054,51.43307498,2.80898633,0.009861107015,2021-12
149054,51.43307498,2.80898633,0.009861107015,2021-12
149280,51.42662513,2.79727333,0.02454852068,2021-08
149280,51.42662513,2.79727333,0.02454852068,2021-08
149280,51.42662513,2.79727333,0.02454852068,2021-08
494057,51.43338568,2.80615867,0.1619464532,2021-07
494057,51.43338568,2.80615867,0.1619464532,2021-07
494057,51.43338568,2.80615867,0.1619464532,2021-07
148971,51.43266442,2.80987783,0.01270428547,2021-10
148971,51.43266442,2.80987783,0.01270428547,2021-10
148971,51.43266442,2.80987783,0.01270428547,2021-10
1066,51.43307498,2.80898633,0.005827017782,2021-12
1066,51.43307498,2.80898633,0.005827017782,2021-12
1066,51.43307498,2.80898633,0.005827017782,2021-12
149655,51.43307498,2.80898633,0.000224116069,2021-12
149655,51.43307498,2.80898633,0.000224116069,2021-12
149655,51.43307498,2.80898633,0.000224116069,2021-12
149322,51.42662513,2.79727333,0.5155189344,2021-08
149322,51.42662513,2.79727333,0.5155189344,2021-08
149322,51.42662513,2.79727333,0.5155189344,2021-08
149118,51.42662513,2.79727333,0.02454852068,2021-08
149118,51.42662513,2.79727333,0.02454852068,2021-08
149118,51.42662513,2.79727333,0.02454852068,2021-08
836581,51.43266442,2.80987783,0.006352142734,2021-10
836581,51.43266442,2.80987783,0.006352142734,2021-10
836581,51.43266442,2.80987783,0.006352142734,2021-10
345491,51.43307498,2.80898633,0.001344696411,2021-12
345491,51.43307498,2.80898633,0.001344696411,2021-12
345491,51.43307498,2.80898633,0.001344696411,2021-12
840626,51.42662513,2.79727333,0.3436792896,2021-08
840626,51.42662513,2.79727333,0.3436792896,2021-08
840626,51.42662513,2.79727333,0.3436792896,2021-08
149069,51.42662513,2.79727333,1.7429449685,2021-08
149069,51.42662513,2.79727333,1.7429449685,2021-08
149069,51.42662513,2.79727333,1.7429449685,2021-08
447730,51.43307498,2.80898633,0.008292294536,2021-12
447730,51.43307498,2.80898633,0.008292294536,2021-12
447730,51.43307498,2.80898633,0.008292294536,2021-12
