period,lifeform,aphiaID,imaging_density,edna_density,difference,,,,,
2021-07,Undefined,1736280,0.000,0.000,0.000,,,,,
2021-07,Undefined,892,0.000,0.000,0.000,,,,,
2021-07,Undefined,123101,0.000,0.000,0.000,,,,,
2021-07,Undefined,146174,0.000,0.000,0.000,,,,,
2021-07,Undefined,147183,0.000,0.000,0.000,,,,,
2021-07,Undefined,162991,0.000,0.000,0.000,,,,,
2021-07,Undefined,178544,0.000,0.000,0.000,,,,,
2021-07,Undefined,231813,0.000,0.000,0.000,,,,,
2021-07,Undefined,334421,0.000,0.000,0.000,,,,,
2021-07,Undefined,666434,0.000,0.000,0.000,,,,,
2021-07,Undefined,707553,0.000,0.000,0.000,,,,,
2021-07,Undefined,558,0.000,0.000,0.000,,,,,
2021-07,Undefined,1603,0.000,0.000,0.000,,,,,
2021-07,Undefined,1803,0.000,0.000,0.000,,,,,
2021-07,Undefined,8038,0.000,0.000,0.000,,,,,
2021-07,Undefined,16236,0.000,0.000,0.000,,,,,
2021-07,Undefined,22563,0.000,0.000,0.000,,,,,
2021-07,Undefined,146612,0.000,0.000,0.000,,,,,
2021-07,Undefined,390088,0.000,0.000,0.000,,,,,
2021-07,Undefined,415511,0.000,0.000,0.000,,,,,
2021-07,Undefined,493835,0.000,0.000,0.000,,,,,
2021-07,Undefined,577660,0.000,0.000,0.000,,,,,
2021-07,Undefined,600783,0.000,0.000,0.000,,,,,
2021-07,Undefined,606128,0.000,0.000,0.000,,,,,
2021-07,Undefined,836365,0.000,0.000,0.000,,,,,
2021-07,Undefined,872090,0.000,0.000,0.000,,,,,
2021-07,Undefined,1653529,0.000,0.000,0.000,,,,,
2021-07,Undefined,844,0.000,0.000,0.000,,,,,
2021-07,Undefined,160574,0.000,0.000,0.000,,,,,
2021-07,Undefined,393201,0.000,0.000,0.000,,,,,
2021-07,Undefined,582427,0.000,0.000,0.000,,,,,
2021-07,Undefined,762062,0.000,0.000,0.000,,,,,
2021-07,Undefined,837382,0.000,0.000,0.000,,,,,
2021-07,Undefined,22624,0.000,0.000,0.000,,,,,
2021-07,Undefined,120565,0.000,0.000,0.000,,,,,
2021-07,Undefined,141433,0.000,0.000,0.000,,,,,
2021-07,Undefined,155670,0.000,0.000,0.000,,,,,
2021-07,Undefined,237586,0.000,0.000,0.000,,,,,
2021-07,Undefined,345483,0.000,0.000,0.000,,,,,
2021-07,Undefined,449151,0.000,0.000,0.000,,,,,
2021-07,Undefined,888637,0.000,0.000,0.000,,,,,
2021-07,Undefined,1365,0.000,0.000,0.000,,,,,
2021-07,Undefined,118089,0.000,0.000,0.000,,,,,
2021-07,Undefined,146216,0.000,0.000,0.000,,,,,
2021-07,Undefined,196245,0.000,0.000,0.000,,,,,
2021-07,Undefined,368674,0.000,0.000,0.000,,,,,
2021-07,Undefined,573266,0.000,0.000,0.000,,,,,
2021-07,Undefined,730536,0.000,0.000,0.000,,,,,
2021-07,Undefined,1781,0.000,0.000,0.000,,,,,
2021-07,Undefined,355663,0.000,0.000,0.000,,,,,
2021-07,Undefined,1731513,0.000,0.000,0.000,,,,,
2021-07,Undefined,104081,0.000,0.000,0.000,,,,,
2021-07,Undefined,122303,0.000,0.000,0.000,,,,,
2021-07,Undefined,591246,0.000,0.000,0.000,,,,,
2021-07,Undefined,830,0.000,0.000,0.000,,,,,
