,aphiaid,latitude,longitude,parameter,parameter_value
42,148947,51.37718963623,3.2270321846008,WaterAbund (#/ml),0.006280408358
43,148947,51.37718963623,3.2270321846008,WaterAbund (#/ml),0.006280408358
44,148947,51.37718963623,3.2270321846008,WaterAbund (#/ml),0.006280408358
45,149151,51.184117,2.6993603,WaterAbund (#/ml),0.1962251818
46,149151,51.184117,2.6993603,WaterAbund (#/ml),0.1962251818
47,149151,51.184117,2.6993603,WaterAbund (#/ml),0.1962251818
48,591199,51.48039412,2.44902267,WaterAbund (#/ml),0.1641207929
49,591199,51.48039412,2.44902267,WaterAbund (#/ml),0.1641207929
50,591199,51.48039412,2.44902267,WaterAbund (#/ml),0.1641207929
51,149118,51.33396445,2.499793,WaterAbund (#/ml),0.5404280301
52,149118,51.33396445,2.499793,WaterAbund (#/ml),0.5404280301
53,149118,51.33396445,2.499793,WaterAbund (#/ml),0.5404280301
54,148953,51.4413911,3.13918367,WaterAbund (#/ml),0.02668502596
55,148953,51.4413911,3.13918367,WaterAbund (#/ml),0.02668502596
56,148953,51.4413911,3.13918367,WaterAbund (#/ml),0.02668502596
57,149149,51.27707253,2.61335433,WaterAbund (#/ml),0.1729125084
58,149149,51.27707253,2.61335433,WaterAbund (#/ml),0.1729125084
59,149149,51.27707253,2.61335433,WaterAbund (#/ml),0.1729125084
60,115088,51.26881147,2.90116583,WaterAbund (#/ml),0.3091839645
61,115088,51.26881147,2.90116583,WaterAbund (#/ml),0.3091839645
62,115088,51.26881147,2.90116583,WaterAbund (#/ml),0.3091839645
63,148969,51.4722398,3.06101367,WaterAbund (#/ml),2.310672772
64,148969,51.4722398,3.06101367,WaterAbund (#/ml),2.310672772
65,148969,51.4722398,3.06101367,WaterAbund (#/ml),2.310672772
66,172431,51.47168782,3.05768967,WaterAbund (#/ml),0.008962915935
67,172431,51.47168782,3.05768967,WaterAbund (#/ml),0.008962915935
68,172431,51.47168782,3.05768967,WaterAbund (#/ml),0.008962915935
69,162969,51.8054126,2.5605335,WaterAbund (#/ml),0.001451456833
70,162969,51.8054126,2.5605335,WaterAbund (#/ml),0.001451456833
71,162969,51.8054126,2.5605335,WaterAbund (#/ml),0.001451456833
72,162969,51.3763158,3.22138817,WaterAbund (#/ml),0.01595044328
73,162969,51.3763158,3.22138817,WaterAbund (#/ml),0.01595044328
74,162969,51.3763158,3.22138817,WaterAbund (#/ml),0.01595044328
75,149280,50.9769752,1.6403992,WaterAbund (#/ml),0.002083706393
76,149280,50.9769752,1.6403992,WaterAbund (#/ml),0.002083706393
77,149280,50.9769752,1.6403992,WaterAbund (#/ml),0.002083706393
78,149271,51.6633218,1.4054242,WaterAbund (#/ml),0.00072820311
79,149271,51.6633218,1.4054242,WaterAbund (#/ml),0.00072820311
80,149271,51.6633218,1.4054242,WaterAbund (#/ml),0.00072820311
81,1066,51.4412563,3.138081,WaterAbund (#/ml),0.07418109272
82,1066,51.4412563,3.138081,WaterAbund (#/ml),0.07418109272
83,1066,51.4412563,3.138081,WaterAbund (#/ml),0.07418109272
84,494057,51.27628458,2.6124725,WaterAbund (#/ml),0.01072617828
85,494057,51.27628458,2.6124725,WaterAbund (#/ml),0.01072617828
86,494057,51.27628458,2.6124725,WaterAbund (#/ml),0.01072617828
87,148899,51.30839992,2.847154,WaterAbund (#/ml),0.086897995812
88,148899,51.30839992,2.847154,WaterAbund (#/ml),0.086897995812
89,148899,51.30839992,2.847154,WaterAbund (#/ml),0.086897995812
90,146203,51.27698807,2.61114183,WaterAbund (#/ml),0.001668679568
91,146203,51.27698807,2.61114183,WaterAbund (#/ml),0.001668679568
92,146203,51.27698807,2.61114183,WaterAbund (#/ml),0.001668679568
93,148949,51.27077028,2.9047465,WaterAbund (#/ml),0.002348319884
94,148949,51.27077028,2.9047465,WaterAbund (#/ml),0.002348319884
95,148949,51.27077028,2.9047465,WaterAbund (#/ml),0.002348319884
96,149069,51.46864235,3.05178833,WaterAbund (#/ml),0.928609534835
97,149069,51.46864235,3.05178833,WaterAbund (#/ml),0.928609534835
98,149069,51.46864235,3.05178833,WaterAbund (#/ml),0.928609534835
99,149132,51.3763177,3.21844983,WaterAbund (#/ml),0.09136904127
100,149132,51.3763177,3.21844983,WaterAbund (#/ml),0.09136904127
101,149132,51.3763177,3.21844983,WaterAbund (#/ml),0.09136904127
102,591192,51.3090681,2.85141883,WaterAbund (#/ml),0.05851237023
103,591192,51.3090681,2.85141883,WaterAbund (#/ml),0.05851237023
104,591192,51.3090681,2.85141883,WaterAbund (#/ml),0.05851237023
105,149328,51.75031837,2.70068883,WaterAbund (#/ml),0.001008747818
106,149328,51.75031837,2.70068883,WaterAbund (#/ml),0.001008747818
107,149328,51.75031837,2.70068883,WaterAbund (#/ml),0.001008747818
108,447730,51.27672793,2.61322367,WaterAbund (#/ml),0.00392811968
109,447730,51.27672793,2.61322367,WaterAbund (#/ml),0.00392811968
110,447730,51.27672793,2.61322367,WaterAbund (#/ml),0.00392811968
111,591192,51.47253758,3.05669317,WaterAbund (#/ml),0.1050147367
112,591192,51.47253758,3.05669317,WaterAbund (#/ml),0.1050147367
113,591192,51.47253758,3.05669317,WaterAbund (#/ml),0.1050147367
114,157440,50.9510561,1.6730727,WaterAbund (#/ml),0.01273945014
115,157440,50.9510561,1.6730727,WaterAbund (#/ml),0.01273945014
116,157440,50.9510561,1.6730727,WaterAbund (#/ml),0.01273945014
117,148899,51.4298558,3.5008775,WaterAbund (#/ml),0.12709470912
118,148899,51.4298558,3.5008775,WaterAbund (#/ml),0.12709470912
119,148899,51.4298558,3.5008775,WaterAbund (#/ml),0.12709470912
120,149170,51.4714637,3.0580078,WaterAbund (#/ml),0.002984171792
121,149170,51.4714637,3.0580078,WaterAbund (#/ml),0.002984171792
122,149170,51.4714637,3.0580078,WaterAbund (#/ml),0.002984171792
123,149151,51.4348873,2.8082665,WaterAbund (#/ml),0.001378835833
124,149151,51.4348873,2.8082665,WaterAbund (#/ml),0.001378835833
125,149151,51.4348873,2.8082665,WaterAbund (#/ml),0.001378835833
126,149149,51.30845017,2.8503035,WaterAbund (#/ml),0.04910280633
127,149149,51.30845017,2.8503035,WaterAbund (#/ml),0.04910280633
128,149149,51.30845017,2.8503035,WaterAbund (#/ml),0.04910280633
129,148899,51.47177452,3.05933667,WaterAbund (#/ml),1.411516067
130,148899,51.47177452,3.05933667,WaterAbund (#/ml),1.411516067
131,148899,51.47177452,3.05933667,WaterAbund (#/ml),1.411516067
132,149054,51.30904787,2.85547133,WaterAbund (#/ml),0.004269945985
133,149054,51.30904787,2.85547133,WaterAbund (#/ml),0.004269945985
134,149054,51.30904787,2.85547133,WaterAbund (#/ml),0.004269945985
135,149132,51.33430172,2.49962017,WaterAbund (#/ml),0.1814620504
136,149132,51.33430172,2.49962017,WaterAbund (#/ml),0.1814620504
137,149132,51.33430172,2.49962017,WaterAbund (#/ml),0.1814620504
138,149149,51.27634418,2.61579467,WaterAbund (#/ml),0.02112826654
139,149149,51.27634418,2.61579467,WaterAbund (#/ml),0.02112826654
140,149149,51.27634418,2.61579467,WaterAbund (#/ml),0.02112826654
141,149630,51.4796836,2.44779,WaterAbund (#/ml),0.002113375103
142,149630,51.4796836,2.44779,WaterAbund (#/ml),0.002113375103
143,149630,51.4796836,2.44779,WaterAbund (#/ml),0.002113375103
144,149069,50.3736671,1.2537508,WaterAbund (#/ml),0.585195065056
145,149069,50.3736671,1.2537508,WaterAbund (#/ml),0.585195065056
146,149069,50.3736671,1.2537508,WaterAbund (#/ml),0.585195065056
147,148971,51.6517491,2.5032422,WaterAbund (#/ml),0.019292084218
148,148971,51.6517491,2.5032422,WaterAbund (#/ml),0.019292084218
149,148971,51.6517491,2.5032422,WaterAbund (#/ml),0.019292084218
150,148947,51.5887437,3.0119458,WaterAbund (#/ml),0.000847021118
151,148947,51.5887437,3.0119458,WaterAbund (#/ml),0.000847021118
152,148947,51.5887437,3.0119458,WaterAbund (#/ml),0.000847021118
153,149112,51.4540502,2.3509143,WaterAbund (#/ml),0.00947872474
154,149112,51.4540502,2.3509143,WaterAbund (#/ml),0.00947872474
155,149112,51.4540502,2.3509143,WaterAbund (#/ml),0.00947872474
156,591192,51.56896433,2.25636383,WaterAbund (#/ml),0.02957620247
157,591192,51.56896433,2.25636383,WaterAbund (#/ml),0.02957620247
158,591192,51.56896433,2.25636383,WaterAbund (#/ml),0.02957620247
159,148899,51.4714088,3.055603,WaterAbund (#/ml),0.011622085707
160,148899,51.4714088,3.055603,WaterAbund (#/ml),0.011622085707
161,148899,51.4714088,3.055603,WaterAbund (#/ml),0.011622085707
162,162969,51.7510011,2.70167767,WaterAbund (#/ml),0.002305586243
163,162969,51.7510011,2.70167767,WaterAbund (#/ml),0.002305586243
164,162969,51.7510011,2.70167767,WaterAbund (#/ml),0.002305586243
165,148971,51.3878652,2.7499722,WaterAbund (#/ml),0.002267690563
166,148971,51.3878652,2.7499722,WaterAbund (#/ml),0.002267690563
167,148971,51.3878652,2.7499722,WaterAbund (#/ml),0.002267690563
168,162969,51.6576119,1.7487492,WaterAbund (#/ml),0.003313172988
169,162969,51.6576119,1.7487492,WaterAbund (#/ml),0.003313172988
170,162969,51.6576119,1.7487492,WaterAbund (#/ml),0.003313172988
171,149151,51.37672635,3.220521,WaterAbund (#/ml),0.1050067204
172,149151,51.37672635,3.220521,WaterAbund (#/ml),0.1050067204
173,149151,51.37672635,3.220521,WaterAbund (#/ml),0.1050067204
174,345513,51.44049223,3.13975733,WaterAbund (#/ml),0.001195231655
175,345513,51.44049223,3.13975733,WaterAbund (#/ml),0.001195231655
176,345513,51.44049223,3.13975733,WaterAbund (#/ml),0.001195231655
177,149149,51.27053913,2.90534567,WaterAbund (#/ml),0.001030556203
178,149149,51.27053913,2.90534567,WaterAbund (#/ml),0.001030556203
179,149149,51.27053913,2.90534567,WaterAbund (#/ml),0.001030556203
180,149069,51.47099922,3.0570585,WaterAbund (#/ml),0.000341914949
181,149069,51.47099922,3.0570585,WaterAbund (#/ml),0.000341914949
182,149069,51.47099922,3.0570585,WaterAbund (#/ml),0.000341914949
183,148899,51.27634847,2.61183983,WaterAbund (#/ml),6.44690825202
184,148899,51.27634847,2.61183983,WaterAbund (#/ml),6.44690825202
185,148899,51.27634847,2.61183983,WaterAbund (#/ml),6.44690825202
186,149068,51.43146637,2.80573567,WaterAbund (#/ml),0.03001403882
187,149068,51.43146637,2.80573567,WaterAbund (#/ml),0.03001403882
188,149068,51.43146637,2.80573567,WaterAbund (#/ml),0.03001403882
189,494057,51.30906745,2.8497215,WaterAbund (#/ml),0.04695637326
190,494057,51.30906745,2.8497215,WaterAbund (#/ml),0.04695637326
191,494057,51.30906745,2.8497215,WaterAbund (#/ml),0.04695637326
192,591192,51.33375643,2.496323,WaterAbund (#/ml),0.01382999543
193,591192,51.33375643,2.496323,WaterAbund (#/ml),0.01382999543
194,591192,51.33375643,2.496323,WaterAbund (#/ml),0.01382999543
195,105,51.3073319,2.849973,WaterAbund (#/ml),0.005150167312
196,105,51.3073319,2.849973,WaterAbund (#/ml),0.005150167312
197,105,51.3073319,2.849973,WaterAbund (#/ml),0.005150167312
198,109393,51.3342685,2.50042117,WaterAbund (#/ml),0.4161660949
199,109393,51.3342685,2.50042117,WaterAbund (#/ml),0.4161660949
200,109393,51.3342685,2.50042117,WaterAbund (#/ml),0.4161660949
201,149118,51.57972948,2.788722,WaterAbund (#/ml),0.007455955424
202,149118,51.57972948,2.788722,WaterAbund (#/ml),0.007455955424
203,149118,51.57972948,2.788722,WaterAbund (#/ml),0.007455955424
204,51,51.3334394,2.499226,WaterAbund (#/ml),0.03917361812
205,51,51.3334394,2.499226,WaterAbund (#/ml),0.03917361812
206,51,51.3334394,2.499226,WaterAbund (#/ml),0.03917361812
207,148969,51.3763158,3.22138817,WaterAbund (#/ml),0.1382371751
208,148969,51.3763158,3.22138817,WaterAbund (#/ml),0.1382371751
209,148969,51.3763158,3.22138817,WaterAbund (#/ml),0.1382371751
210,1322468,51.3085305,2.8496827,WaterAbund (#/ml),0.03533672312
211,1322468,51.3085305,2.8496827,WaterAbund (#/ml),0.03533672312
212,1322468,51.3085305,2.8496827,WaterAbund (#/ml),0.03533672312
213,345491,51.1856511,2.6995712,WaterAbund (#/ml),0.002580028667
214,345491,51.1856511,2.6995712,WaterAbund (#/ml),0.002580028667
215,345491,51.1856511,2.6995712,WaterAbund (#/ml),0.002580028667
216,836581,51.436851,2.808603,WaterAbund (#/ml),0.006650561319
217,836581,51.436851,2.808603,WaterAbund (#/ml),0.006650561319
218,836581,51.436851,2.808603,WaterAbund (#/ml),0.006650561319
219,51,51.30918193,2.85386233,WaterAbund (#/ml),0.001052824316
220,51,51.30918193,2.85386233,WaterAbund (#/ml),0.001052824316
221,51,51.30918193,2.85386233,WaterAbund (#/ml),0.001052824316
222,148985,51.28294175,2.61655233,WaterAbund (#/ml),0.02616446925
223,148985,51.28294175,2.61655233,WaterAbund (#/ml),0.02616446925
224,148985,51.28294175,2.61655233,WaterAbund (#/ml),0.02616446925
225,149069,51.75054727,2.70005333,WaterAbund (#/ml),1.40901449028
226,149069,51.75054727,2.70005333,WaterAbund (#/ml),1.40901449028
227,149069,51.75054727,2.70005333,WaterAbund (#/ml),1.40901449028
228,163067,51.43177478,2.80733567,WaterAbund (#/ml),0.001640674771
229,163067,51.43177478,2.80733567,WaterAbund (#/ml),0.001640674771
230,163067,51.43177478,2.80733567,WaterAbund (#/ml),0.001640674771
231,149112,51.47040303,3.057683,WaterAbund (#/ml),0.02591178528
232,149112,51.47040303,3.057683,WaterAbund (#/ml),0.02591178528
233,149112,51.47040303,3.057683,WaterAbund (#/ml),0.02591178528
234,149118,51.43177478,2.80733567,WaterAbund (#/ml),0.03199315804
235,149118,51.43177478,2.80733567,WaterAbund (#/ml),0.03199315804
236,149118,51.43177478,2.80733567,WaterAbund (#/ml),0.03199315804
237,148899,51.27123922,2.90510533,WaterAbund (#/ml),10930.419978
238,148899,51.27123922,2.90510533,WaterAbund (#/ml),10930.419978
239,148899,51.27123922,2.90510533,WaterAbund (#/ml),10930.419978
240,148899,51.1855893,2.7019445,WaterAbund (#/ml),15.5322146746
241,148899,51.1855893,2.7019445,WaterAbund (#/ml),15.5322146746
242,148899,51.1855893,2.7019445,WaterAbund (#/ml),15.5322146746
243,148969,51.27651995,2.61233117,WaterAbund (#/ml),0.1202980231
244,148969,51.27651995,2.61233117,WaterAbund (#/ml),0.1202980231
245,148969,51.27651995,2.61233117,WaterAbund (#/ml),0.1202980231
246,148949,51.44252273,3.13942133,WaterAbund (#/ml),0.004696088372
247,148949,51.44252273,3.13942133,WaterAbund (#/ml),0.004696088372
248,148949,51.44252273,3.13942133,WaterAbund (#/ml),0.004696088372
249,148947,51.27898637,2.614227,WaterAbund (#/ml),0.004269535795
250,148947,51.27898637,2.614227,WaterAbund (#/ml),0.004269535795
251,148947,51.27898637,2.614227,WaterAbund (#/ml),0.004269535795
252,105,51.6833497,2.4182872,WaterAbund (#/ml),0.000404684487
253,105,51.6833497,2.4182872,WaterAbund (#/ml),0.000404684487
254,105,51.6833497,2.4182872,WaterAbund (#/ml),0.000404684487
255,162969,51.47154318,3.05670017,WaterAbund (#/ml),0.1216765751
256,162969,51.47154318,3.05670017,WaterAbund (#/ml),0.1216765751
257,162969,51.47154318,3.05670017,WaterAbund (#/ml),0.1216765751
258,149132,51.19014013,2.750308,WaterAbund (#/ml),0.1387673192
259,149132,51.19014013,2.750308,WaterAbund (#/ml),0.1387673192
260,149132,51.19014013,2.750308,WaterAbund (#/ml),0.1387673192
261,162681,51.14948808,1.5322365,WaterAbund (#/ml),0.09265770424
262,162681,51.14948808,1.5322365,WaterAbund (#/ml),0.09265770424
263,162681,51.14948808,1.5322365,WaterAbund (#/ml),0.09265770424
264,1066,51.43912098,3.13471733,WaterAbund (#/ml),0.00721173546
265,1066,51.43912098,3.13471733,WaterAbund (#/ml),0.00721173546
266,1066,51.43912098,3.13471733,WaterAbund (#/ml),0.00721173546
267,591192,51.8007915,2.5551307,WaterAbund (#/ml),0.01167700224
268,591192,51.8007915,2.5551307,WaterAbund (#/ml),0.01167700224
269,591192,51.8007915,2.5551307,WaterAbund (#/ml),0.01167700224
270,1066,51.4400895,3.137172,WaterAbund (#/ml),0.002187380929
271,1066,51.4400895,3.137172,WaterAbund (#/ml),0.002187380929
272,1066,51.4400895,3.137172,WaterAbund (#/ml),0.002187380929
273,149023,51.1961031,2.7483095,WaterAbund (#/ml),0.02386206897
274,149023,51.1961031,2.7483095,WaterAbund (#/ml),0.02386206897
275,149023,51.1961031,2.7483095,WaterAbund (#/ml),0.02386206897
276,149149,51.6655623,3.4435888,WaterAbund (#/ml),0.0061713855
277,149149,51.6655623,3.4435888,WaterAbund (#/ml),0.0061713855
278,149149,51.6655623,3.4435888,WaterAbund (#/ml),0.0061713855
279,149151,50.8301974,1.5006585,WaterAbund (#/ml),0.1587085232
280,149151,50.8301974,1.5006585,WaterAbund (#/ml),0.1587085232
281,149151,50.8301974,1.5006585,WaterAbund (#/ml),0.1587085232
282,149069,51.7981051,2.554475,WaterAbund (#/ml),0.002163782613
283,149069,51.7981051,2.554475,WaterAbund (#/ml),0.002163782613
284,149069,51.7981051,2.554475,WaterAbund (#/ml),0.002163782613
285,1806,51.37687287,3.219779,WaterAbund (#/ml),0.005931009648
286,1806,51.37687287,3.219779,WaterAbund (#/ml),0.005931009648
287,1806,51.37687287,3.219779,WaterAbund (#/ml),0.005931009648
288,148953,51.43308042,2.81313817,WaterAbund (#/ml),0.000241335938
289,148953,51.43308042,2.81313817,WaterAbund (#/ml),0.000241335938
290,148953,51.43308042,2.81313817,WaterAbund (#/ml),0.000241335938
291,162969,51.4366902,3.136817,WaterAbund (#/ml),0.1290843653
292,162969,51.4366902,3.136817,WaterAbund (#/ml),0.1290843653
293,162969,51.4366902,3.136817,WaterAbund (#/ml),0.1290843653
294,146203,51.37672248,3.22204117,WaterAbund (#/ml),0.007569558101
295,146203,51.37672248,3.22204117,WaterAbund (#/ml),0.007569558101
296,146203,51.37672248,3.22204117,WaterAbund (#/ml),0.007569558101
297,582421,51.4349541,2.80885983,WaterAbund (#/ml),0.002586438784
298,582421,51.4349541,2.80885983,WaterAbund (#/ml),0.002586438784
299,582421,51.4349541,2.80885983,WaterAbund (#/ml),0.002586438784
300,149054,51.37646975,3.22048683,WaterAbund (#/ml),0.05901639344
301,149054,51.37646975,3.22048683,WaterAbund (#/ml),0.05901639344
302,149054,51.37646975,3.22048683,WaterAbund (#/ml),0.05901639344
303,11,51.1839539,2.707053,WaterAbund (#/ml),0.001993690556
304,11,51.1839539,2.707053,WaterAbund (#/ml),0.001993690556
305,11,51.1839539,2.707053,WaterAbund (#/ml),0.001993690556
306,148971,51.33425823,2.50009,WaterAbund (#/ml),0.004611270928
307,148971,51.33425823,2.50009,WaterAbund (#/ml),0.004611270928
308,148971,51.33425823,2.50009,WaterAbund (#/ml),0.004611270928
309,1066,51.456086,2.3515022,WaterAbund (#/ml),0.01335615399
310,1066,51.456086,2.3515022,WaterAbund (#/ml),0.01335615399
311,1066,51.456086,2.3515022,WaterAbund (#/ml),0.01335615399
312,1066,51.3339318,2.4985,WaterAbund (#/ml),0.01952314087
313,1066,51.3339318,2.4985,WaterAbund (#/ml),0.01952314087
314,1066,51.3339318,2.4985,WaterAbund (#/ml),0.01952314087
315,149023,51.3081022,2.8489908,WaterAbund (#/ml),0.05882839923
316,149023,51.3081022,2.8489908,WaterAbund (#/ml),0.05882839923
317,149023,51.3081022,2.8489908,WaterAbund (#/ml),0.05882839923
318,149130,51.5885873,3.0140097,WaterAbund (#/ml),0.1907656474
319,149130,51.5885873,3.0140097,WaterAbund (#/ml),0.1907656474
320,149130,51.5885873,3.0140097,WaterAbund (#/ml),0.1907656474
321,105,51.8001263,2.5562163,WaterAbund (#/ml),0.002352773421
322,105,51.8001263,2.5562163,WaterAbund (#/ml),0.002352773421
323,105,51.8001263,2.5562163,WaterAbund (#/ml),0.002352773421
324,162969,51.18511518,2.6979485,WaterAbund (#/ml),0.02006694464
325,162969,51.18511518,2.6979485,WaterAbund (#/ml),0.02006694464
326,162969,51.18511518,2.6979485,WaterAbund (#/ml),0.02006694464
327,110247,51.5671458,2.256215,WaterAbund (#/ml),0.001765971655
328,110247,51.5671458,2.256215,WaterAbund (#/ml),0.001765971655
329,110247,51.5671458,2.256215,WaterAbund (#/ml),0.001765971655
330,149023,51.3774053,3.2209722,WaterAbund (#/ml),0.1451665167
331,149023,51.3774053,3.2209722,WaterAbund (#/ml),0.1451665167
332,149023,51.3774053,3.2209722,WaterAbund (#/ml),0.1451665167
333,148953,51.37623697,3.221669,WaterAbund (#/ml),0.001183798867
334,148953,51.37623697,3.221669,WaterAbund (#/ml),0.001183798867
335,148953,51.37623697,3.221669,WaterAbund (#/ml),0.001183798867
336,1322468,51.4340849,2.81454083,WaterAbund (#/ml),0.003074246249
337,1322468,51.4340849,2.81454083,WaterAbund (#/ml),0.003074246249
338,1322468,51.4340849,2.81454083,WaterAbund (#/ml),0.003074246249
339,149168,51.2716657,2.9067035,WaterAbund (#/ml),0.0395959596
340,149168,51.2716657,2.9067035,WaterAbund (#/ml),0.0395959596
341,149168,51.2716657,2.9067035,WaterAbund (#/ml),0.0395959596
342,1080,51.5993763,3.4074732,WaterAbund (#/ml),0.002199607213
343,1080,51.5993763,3.4074732,WaterAbund (#/ml),0.002199607213
344,1080,51.5993763,3.4074732,WaterAbund (#/ml),0.002199607213
345,148969,51.799690246582,2.5562925338745,WaterAbund (#/ml),0.004332352893
346,148969,51.799690246582,2.5562925338745,WaterAbund (#/ml),0.004332352893
347,148969,51.799690246582,2.5562925338745,WaterAbund (#/ml),0.004332352893
348,157440,51.30811247,2.849457,WaterAbund (#/ml),0.004526142744
349,157440,51.30811247,2.849457,WaterAbund (#/ml),0.004526142744
350,157440,51.30811247,2.849457,WaterAbund (#/ml),0.004526142744
351,1080,51.47086192,3.06059333,WaterAbund (#/ml),0.000740056821
352,1080,51.47086192,3.06059333,WaterAbund (#/ml),0.000740056821
353,1080,51.47086192,3.06059333,WaterAbund (#/ml),0.000740056821
354,149322,51.3353835,2.50341583,WaterAbund (#/ml),0.02779393635
355,149322,51.3353835,2.50341583,WaterAbund (#/ml),0.02779393635
356,149322,51.3353835,2.50341583,WaterAbund (#/ml),0.02779393635
357,1066,51.3332033,2.50239617,WaterAbund (#/ml),0.008561436027
358,1066,51.3332033,2.50239617,WaterAbund (#/ml),0.008561436027
359,1066,51.3332033,2.50239617,WaterAbund (#/ml),0.008561436027
360,109553,51.43898338,3.13779633,WaterAbund (#/ml),0.02569799502
361,109553,51.43898338,3.13779633,WaterAbund (#/ml),0.02569799502
362,109553,51.43898338,3.13779633,WaterAbund (#/ml),0.02569799502
363,146203,51.30869187,2.84998417,WaterAbund (#/ml),0.01347657002
364,146203,51.30869187,2.84998417,WaterAbund (#/ml),0.01347657002
365,146203,51.30869187,2.84998417,WaterAbund (#/ml),0.01347657002
366,105,51.37676013,3.21469767,WaterAbund (#/ml),0.03031996446
367,105,51.37676013,3.21469767,WaterAbund (#/ml),0.03031996446
368,105,51.37676013,3.21469767,WaterAbund (#/ml),0.03031996446
369,146203,51.8213657,3.781603,WaterAbund (#/ml),0.003606257619
370,146203,51.8213657,3.781603,WaterAbund (#/ml),0.003606257619
371,146203,51.8213657,3.781603,WaterAbund (#/ml),0.003606257619
372,149145,51.5700008,2.2553827,WaterAbund (#/ml),0.05262552009
373,149145,51.5700008,2.2553827,WaterAbund (#/ml),0.05262552009
374,149145,51.5700008,2.2553827,WaterAbund (#/ml),0.05262552009
375,591199,51.30828757,2.84817083,WaterAbund (#/ml),0.006629079487
376,591199,51.30828757,2.84817083,WaterAbund (#/ml),0.006629079487
377,591199,51.30828757,2.84817083,WaterAbund (#/ml),0.006629079487
378,149145,51.30869187,2.84998417,WaterAbund (#/ml),0.005390628008
379,149145,51.30869187,2.84998417,WaterAbund (#/ml),0.005390628008
380,149145,51.30869187,2.84998417,WaterAbund (#/ml),0.005390628008
381,447730,51.30823942,2.85102467,WaterAbund (#/ml),0.2806012885
382,447730,51.30823942,2.85102467,WaterAbund (#/ml),0.2806012885
383,447730,51.30823942,2.85102467,WaterAbund (#/ml),0.2806012885
384,148899,51.18512247,2.70313283,WaterAbund (#/ml),0.6200244085
385,148899,51.18512247,2.70313283,WaterAbund (#/ml),0.6200244085
386,148899,51.18512247,2.70313283,WaterAbund (#/ml),0.6200244085
387,149132,51.56896433,2.25636383,WaterAbund (#/ml),0.01690068712
388,149132,51.56896433,2.25636383,WaterAbund (#/ml),0.01690068712
389,149132,51.56896433,2.25636383,WaterAbund (#/ml),0.01690068712
